城市,景点名称,景点类型,最佳季节,评分,门票价格,推荐游玩时长,简介,经度,纬度
盘锦市,高采公园,风景名胜,全年,4.0,免费,2-3小时,[],122.248453,41.332490
盘锦市,欢喜寺,风景名胜,全年,3.9,免费,2-3小时,创业路,121.702188,41.042082
盘锦市,盘锦市兴隆天主教堂,风景名胜,全年,3.8,免费,2-3小时,辽河中路与兴油街交叉口东南200米,122.049945,41.132627
盘锦市,油田景观,风景名胜,全年,3.6,免费,2-3小时,赵圈河镇新荣线红海滩国家风景廊道内(西南角),121.847313,40.829671
盘锦市,兴油基督教堂,风景名胜,全年,4.0,免费,2-3小时,兴油街58号,122.100628,41.136474
盘锦市,苇荡迷宫,风景名胜,全年,3.7,免费,2-3小时,辽河旁,121.870396,41.003571
盘锦市,水榭春城湿地公园,风景名胜,全年,4.0,免费,2-3小时,双台子区良种场,122.023133,41.179237
盘锦市,太平寺,风景名胜,全年,4.1,免费,2-3小时,鼎翔路13号鼎翔生态旅游区内(南侧),121.922642,41.157711
盘锦市,法治文化广场,风景名胜,全年,3.7,免费,2-3小时,食品街与振兴路交叉口东100米,122.081606,41.126594
盘锦市,天王殿,风景名胜,全年,3.6,免费,2-3小时,古城子镇上网伞于线,122.347540,41.031166
盘锦市,锦州采油厂公园,风景名胜,全年,3.9,免费,2-3小时,锦南路与锦北路交叉口南160米,121.489592,41.003474
盘锦市,蓝色康桥书法文化公园,风景名胜,全年,4.0,免费,2-3小时,青年路与友谊北街交叉口东南100米,122.103882,41.108929
盘锦市,中兴公园-龙居寺,风景名胜,全年,3.8,免费,2-3小时,双兴中路中兴公园东门,122.069506,41.141124
盘锦市,镇海寺,风景名胜,全年,3.8,免费,2-3小时,[],121.962029,41.167235
盘锦市,盘锦口袋公园,风景名胜,全年,4.1,免费,2-3小时,太平街道府前大街辅路,121.981927,41.237209
盘锦市,渔舟唱晚,风景名胜,全年,3.4,免费,2-3小时,红海滩国家风景廊道,121.854100,40.837306
盘锦市,新立基督教堂,风景名胜,全年,3.7,免费,2-3小时,公园路与北旅街交叉口西400米,122.187355,41.113173
盘锦市,摩玛基地(网红打卡地),风景名胜,全年,3.5,免费,2-3小时,红海滩国家风景廊道(东南角),121.881936,40.814694
盘锦市,盘锦郊野公园(建设中),风景名胜,全年,3.7,免费,2-3小时,外环南路与青年路交叉口西300米,122.102827,41.093828
盘锦市,天格·辽河路9号景观示范区,风景名胜,全年,3.8,免费,2-3小时,辽河南路43号,122.048287,41.109500
盘锦市,人民广场,风景名胜,全年,3.5,免费,2-3小时,新于线南50米,122.269152,41.068591
盘锦市,盘锦观音寺-天王殿,风景名胜,全年,3.6,免费,2-3小时,观音寺内,121.990849,41.025524
盘锦市,红滩美拍,风景名胜,全年,3.6,免费,2-3小时,红海滩国家风景廊道内(北侧),121.841343,40.876687
盘锦市,红海滩旅游风景区-芦园,风景名胜,全年,3.6,免费,2-3小时,赵圈河镇新荣线红海滩湿地文化公园苇海观鹤内,121.964626,40.939279
盘锦市,盘锦抗日战争纪念馆,风景名胜,全年,4.0,免费,2-3小时,胜利街22号,122.061880,41.190573
盘锦市,锦红村文化广场,风景名胜,全年,3.6,免费,2-3小时,大养线与春江街交叉口西180米,122.017554,41.011740
盘锦市,西跃村文化广场,风景名胜,全年,4.0,免费,2-3小时,东跃街与中华北路交叉口西340米,122.021621,41.137408
盘锦市,强农门,风景名胜,全年,3.7,免费,2-3小时,环城西路与新发街交叉口东南220米,122.003969,41.120012
盘锦市,红海滩旅游风景区-水禽园,风景名胜,全年,3.2,免费,2-3小时,赵圈河镇新荣线红海滩湿地文化公园苇海观鹤内,121.964218,40.938855
盘锦市,芦花广场,风景名胜,全年,3.7,免费,2-3小时,新荣线与滨海路交叉口东南280米,121.919030,41.056555
盘锦市,沈采公园,风景名胜,全年,4.3,免费,2-3小时,沈采街道东一街与花园路交叉口,123.058458,41.927368
盘锦市,观音庙,风景名胜,全年,3.4,免费,2-3小时,观音寺内,121.991260,41.025390
盘锦市,珠江广场-学府公园,风景名胜,全年,3.6,免费,2-3小时,红海滩大街与中心路交叉口西160米,122.071433,41.001562
盘锦市,谷家基督教堂,风景名胜,全年,3.7,免费,2-3小时,锦盘河街谷家基督教堂附近,121.988185,41.185705
盘锦市,红海滩旅游风景区-苇海观鹤凉亭(建设中),风景名胜,全年,3.3,免费,2-3小时,赵圈河镇新荣线红海滩湿地文化公园苇海观鹤内,121.964996,40.938684
盘锦市,曙光公园,风景名胜,全年,3.9,免费,2-3小时,[],121.890330,41.210662
盘锦市,报恩寺,风景名胜,全年,4.2,免费,2-3小时,高楼线附近,122.227436,41.359402
盘锦市,测井公园,风景名胜,全年,3.7,免费,2-3小时,兴油街66号,122.092875,41.139729
盘锦市,辽河湿地水利风景区,风景名胜,全年,4.0,免费,2-3小时,闸北桥附近,122.083674,41.192801
盘锦市,河畔广场,风景名胜,全年,3.6,免费,2-3小时,香稻路与兴隆台街交叉口北约220米,122.093323,41.133957
盘锦市,鞍山市台安大麦科省级自然保护区景区,风景名胜,全年,3.7,免费,2-3小时,新台镇,122.251652,41.272083
盘锦市,大乘光明寺,风景名胜,全年,4.1,免费,2-3小时,得胜镇得胜村,122.158119,41.378439
盘锦市,湖畔广场,风景名胜,全年,3.9,免费,2-3小时,湖畔花园南,122.016599,41.187617
盘锦市,水上公园,风景名胜,全年,3.9,免费,2-3小时,开发区西桥桥下堤南,122.057524,41.181571
盘锦市,仙凤阁佛道,风景名胜,全年,3.6,免费,2-3小时,泰山中路与霍田公路交叉口南140米,122.074042,41.068255
盘锦市,向海同心游客服务区,风景名胜,全年,3.3,免费,2-3小时,红海滩国家风景廊道(东南角),121.874351,40.816774
盘锦市,盘锦第一个党支部旧址纪念馆,风景名胜,全年,3.6,免费,2-3小时,盘锦万润化工有限公司东侧230米,122.386358,41.107376
盘锦市,湖滨公园-晴水亭,风景名胜,全年,3.9,免费,2-3小时,胜利街281号湖滨公园内,122.031668,41.187211
盘锦市,古渔雁部落,风景名胜,全年,3.2,免费,2-3小时,红海滩国家风景廊道(东南角),121.883205,40.814848
盘锦市,盘山县自行车公园,风景名胜,全年,3.9,免费,2-3小时,太平街道桂江路与红山街交叉口东220米,121.971700,41.233461
盘锦市,光正台村文化广场,风景名胜,全年,3.8,免费,2-3小时,210省道与粮文线交叉口西南200米,122.107854,41.216207
盘锦市,新民小学遗址,风景名胜,全年,3.3,免费,2-3小时,新民街,122.276255,40.974030
盘锦市,双台夕照,风景名胜,全年,3.4,免费,2-3小时,[],121.839796,40.962683
盘锦市,鼎翔生态旅游区太平河风光带(暂停开放),风景名胜,全年,3.8,免费,2-3小时,鼎翔路13号附近,121.923450,41.159619
盘锦市,七彩音乐喷泉,风景名胜,全年,3.5,免费,2-3小时,世纪广场,122.071018,41.118961
盘锦市,天罗地网,风景名胜,全年,2.8,免费,2-3小时,红海滩国家风景廊道(东南角),121.883900,40.814646
盘锦市,龙华寺,风景名胜,全年,3.7,免费,2-3小时,高家旧物市场对面,122.067741,41.191335
盘锦市,振兴基督教堂,风景名胜,全年,3.5,免费,2-3小时,迎宾路10号,122.084859,41.122528
盘锦市,兴油北区小公园,风景名胜,全年,3.7,免费,2-3小时,青年路与金玉街交叉口东南360米,122.098661,41.145089
盘锦市,盘锦森林公园观音寺,风景名胜,全年,3.8,免费,2-3小时,高升镇喜彬村,122.173157,41.313898
盘锦市,辽河石油公园,风景名胜,全年,3.7,免费,2-3小时,兴隆台街与青年路交叉口西南200米,122.097127,41.131488
盘锦市,九曲桥,风景名胜,全年,2.9,免费,2-3小时,四干路附近,121.832592,40.905397
盘锦市,海云寺,风景名胜,全年,3.9,免费,2-3小时,[],121.852075,41.299601
盘锦市,红海滩旅游风景区-瞭望塔,风景名胜,全年,3.4,免费,2-3小时,赵圈河镇新荣线红海滩湿地文化公园苇海观鹤芦园内,121.964516,40.939130
铁岭市,桂林公园,风景名胜,全年,4.1,免费,2-3小时,澜沧江路与嵩山路交叉口西南160米,123.722564,42.225880
铁岭市,慈觉禅寺,风景名胜,全年,4.2,免费,2-3小时,凡河站村,123.759096,42.202583
铁岭市,龙首山,风景名胜,全年,4.4,免费,2-3小时,南马路(银州区柴河街平安社区卫生服务站东南),123.862435,42.288866
铁岭市,铁岭凡河水利风景区,风景名胜,全年,4.1,免费,2-3小时,金沙江路与昆仑山路交叉口西南100米,123.715420,42.221828
铁岭市,铁岭市龙山风景名胜区,风景名胜,全年,4.1,免费,2-3小时,银州路与柴河街交叉口东420米,123.856732,42.288016
铁岭市,银冈书院,风景名胜,全年,4.4,免费,2-3小时,银冈路图书馆巷,123.852910,42.300189
铁岭市,铁岭博物馆,科教文化服务,全年,4.6,免费,2-3小时,文化街88号,123.854018,42.300180
铁岭市,人民公园,风景名胜,全年,4.2,免费,2-3小时,龙山风景名胜区,123.854364,42.282703
铁岭市,铁岭五角湖风景区,风景名胜,全年,4.0,免费,2-3小时,凡河乡的中部,123.760500,42.274433
铁岭市,龙园,风景名胜,全年,4.2,免费,2-3小时,南马路与龙山宾馆路交叉口西80米,123.860227,42.293019
铁岭市,纯阳宫,风景名胜,全年,4.2,免费,2-3小时,圣水寺东侧110米,123.832636,42.215193
铁岭市,圆通观,风景名胜,全年,3.9,免费,2-3小时,铜钟街93号,123.851378,42.304578
铁岭市,银冈书院-铁岭市周恩来少年读书旧址纪念馆,风景名胜,全年,4.3,免费,2-3小时,银冈路图书馆巷银冈书院,123.852390,42.300234
铁岭市,白塔,风景名胜,全年,4.3,免费,2-3小时,广裕街,123.851465,42.304927
铁岭市,灵宝禅寺,风景名胜,全年,4.2,免费,2-3小时,银州区经济开发区沈环线灵宝寺,123.832338,42.232923
铁岭市,药王庙,风景名胜,全年,4.1,免费,2-3小时,G91辽中环线高速,123.761898,42.163734
铁岭市,大台山灵山寺风景区,风景名胜,全年,4.0,免费,2-3小时,镇西堡镇大台山,123.784642,42.405538
铁岭市,清真寺,风景名胜,全年,4.2,免费,2-3小时,柴河街62号,123.854085,42.294352
铁岭市,如意台,风景名胜,全年,3.9,免费,2-3小时,昆仑山路,123.725110,42.215991
铁岭市,兀术城,风景名胜,全年,4.4,免费,2-3小时,迎宾路,123.539101,42.447273
铁岭市,大凡河地藏寺,风景名胜,全年,3.8,免费,2-3小时,[],123.700302,42.212787
铁岭市,铁岭创艺小镇,风景名胜,全年,3.8,免费,2-3小时,凡河镇铁岭县物流城,123.757890,42.213993
铁岭市,明月禅寺,风景名胜,全年,4.3,免费,2-3小时,兀术街街道兀术街道古城街18号,123.530227,42.449000
铁岭市,文化公园,风景名胜,全年,4.1,免费,2-3小时,人民路111栋3单元301室,123.841118,42.293373
铁岭市,望云寺,风景名胜,全年,4.1,免费,2-3小时,腰堡镇石山子村,123.698270,42.149460
铁岭市,龙首山-慈清寺,风景名胜,全年,4.0,免费,2-3小时,岭东街58号,123.871256,42.297498
铁岭市,赛拉小镇,风景名胜,全年,4.1,免费,2-3小时,莲花湖湿地公园内(西南角),123.730416,42.262942
铁岭市,马蓬沟古渡口,风景名胜,全年,3.9,免费,2-3小时,北三路18号,123.809687,42.314136
铁岭市,铁岭体育公园,风景名胜,全年,4.1,免费,2-3小时,岭东路原卫校公寓正楼一楼,123.869504,42.288381
铁岭市,玉皇阁,风景名胜,全年,4.3,免费,2-3小时,[],124.126114,42.227834
铁岭市,整个鹦鹉,风景名胜,全年,3.0,免费,2-3小时,长江路80-4号2-1-1状元府4幢2-1-1,123.720045,42.233654
铁岭市,龙首山-四望阁,风景名胜,全年,4.0,免费,2-3小时,岭东街道银州路龙首山风景区四望阁,123.856539,42.285695
铁岭市,龙首千秋,风景名胜,全年,4.0,免费,2-3小时,龙首山内(北侧),123.863788,42.292407
铁岭市,观音阁道观,风景名胜,全年,4.0,免费,2-3小时,[],123.962675,42.206990
铁岭市,铁岭永兴寺,风景名胜,全年,4.1,免费,2-3小时,李懿线,123.656747,42.107301
铁岭市,红石郡假日广场,风景名胜,全年,3.8,免费,2-3小时,嘉陵江路与钟山路交叉口西北40米,123.743367,42.237712
铁岭市,铁岭富士山,风景名胜,全年,3.9,免费,2-3小时,[],123.619130,42.370029
铁岭市,康熙行宫,风景名胜,全年,3.6,免费,2-3小时,黑龙江路50号,123.728145,42.280222
铁岭市,龙首山-魁星楼,风景名胜,全年,3.9,免费,2-3小时,岭东街58号,123.870761,42.294479
铁岭市,象牙山风景名胜区,风景名胜,全年,4.6,免费,2-3小时,松山镇英城子村,124.198966,42.373381
铁岭市,圣水寺,风景名胜,全年,3.9,免费,2-3小时,树芽屯分场,123.831244,42.215256
铁岭市,铁岭动物园,风景名胜,全年,4.0,免费,2-3小时,红旗街道南环路48号,123.858379,42.281386
铁岭市,月亮湖,风景名胜,全年,4.1,免费,2-3小时,中央大街西50米,123.549537,42.446609
铁岭市,娘娘庙,风景名胜,全年,3.9,免费,2-3小时,盘龙山圣水讲寺东南,123.832559,42.211419
铁岭市,天主教,风景名胜,全年,4.0,免费,2-3小时,繁荣路75-77号,123.862950,42.298018
铁岭市,新湖公园,风景名胜,全年,4.1,免费,2-3小时,铁秀路19号,123.558443,42.459095
铁岭市,龙首山-驻跸塔,风景名胜,全年,3.9,免费,2-3小时,南环路龙首山(西南角),123.852316,42.281416
铁岭市,调兵山公园,风景名胜,全年,4.1,免费,2-3小时,调兵山,123.539731,42.453951
铁岭市,雷锋纪念馆,风景名胜,全年,0.0,免费,2-3小时,103省道附近,123.812116,42.016277
铁岭市,任辅臣纪念馆,风景名胜,全年,0.0,免费,2-3小时,任辅臣红色教育基地东北侧,123.805150,42.321750
铁岭市,铁岭盘龙山圣水讲寺,风景名胜,全年,3.9,免费,2-3小时,铁岭经济开发区顾官屯1组,123.830631,42.212889
铁岭市,聚宝湖,风景名胜,全年,4.4,免费,2-3小时,晓南镇前孤山子村(中润石油服务区东侧),123.543533,42.372567
铁岭市,张学良百年人生展,风景名胜,全年,4.1,免费,2-3小时,103省道西100米,123.833159,42.032002
铁岭市,少帅陵,风景名胜,全年,3.9,免费,2-3小时,[],123.821047,42.051806
铁岭市,沈阳抚顺铁岭三界碑,风景名胜,全年,3.9,免费,2-3小时,[],123.790241,41.989580
铁岭市,莲花湖国家湿地公园管理站,风景名胜,全年,3.9,免费,2-3小时,泰山路88-4附近,123.736504,42.252547
铁岭市,秀峰塔,风景名胜,全年,3.9,免费,2-3小时,风景区内,123.871980,42.296110
铁岭市,观音阁,风景名胜,全年,3.8,免费,2-3小时,[],123.931979,42.202651
铁岭市,保安禅寺,风景名胜,全年,4.0,免费,2-3小时,沈环线与李花线交叉口东北260米,123.884232,42.137470
铁岭市,青云寺,风景名胜,全年,4.1,免费,2-3小时,太平寨村太平寨后洞,124.126382,42.236832
铁岭市,七里村景区,风景名胜,全年,4.1,免费,2-3小时,龙山乡七里村黄金屯七水线,123.905639,42.279617
铁岭市,铁岭市国防教育主题公园,风景名胜,全年,4.1,免费,2-3小时,银州路48号,123.855156,42.289347
铁岭市,神仙洞,风景名胜,全年,4.0,免费,2-3小时,[],123.547815,42.470360
铁岭市,七里村音乐喷泉,风景名胜,全年,4.2,免费,2-3小时,岭东路62号,123.899862,42.283489
铁岭市,凤冠山,风景名胜,全年,3.8,免费,2-3小时,凡河新区黑龙江路与嵩山路交汇处莲花湖国家城市湿地公园,123.728655,42.257366
铁岭市,观陵山,风景名胜,全年,3.9,免费,2-3小时,103省道西50米,123.833411,42.032219
铁岭市,观景台,风景名胜,全年,3.8,免费,2-3小时,[],123.717189,42.269462
铁岭市,永宁寺,风景名胜,全年,3.9,免费,2-3小时,初杏宸园北侧,123.736414,42.168104
铁岭市,南岭转盘,风景名胜,全年,3.8,免费,2-3小时,铁秀路与和平大街交叉口西北20米,123.561388,42.457851
铁岭市,帽山基督教堂,风景名胜,全年,3.8,免费,2-3小时,富州路98号,123.838173,42.257119
铁岭市,麒棂香阁,风景名胜,全年,3.0,免费,2-3小时,凡河镇阮家村,123.767997,42.231005
铁岭市,春晓公园,风景名胜,全年,3.8,免费,2-3小时,晓南镇春晓公园,123.599804,42.352158
铁岭市,象牙山风景区影视基地,风景名胜,全年,4.4,免费,2-3小时,松山镇康屯村,124.208819,42.386078
铁岭市,兵山广场,风景名胜,全年,3.9,免费,2-3小时,兵山广场(人民路西),123.542470,42.442246
铁岭市,砬子山,风景名胜,全年,3.9,免费,2-3小时,法库县盛江汇考肉海鲜自肋西侧250米,123.521812,42.448350
铁岭市,惠丰广场,风景名胜,全年,3.8,免费,2-3小时,柴河街南段68号,123.834731,42.269222
铁岭市,关帝庙,风景名胜,全年,3.8,免费,2-3小时,横道河子镇上石村卫生所西侧,123.828354,42.027430
铁岭市,龙首山-观音院,风景名胜,全年,3.7,免费,2-3小时,龙首山(东北角),123.871506,42.296824
铁岭市,锁龙沟,风景名胜,全年,4.0,免费,2-3小时,[],123.508189,42.427585
铁岭市,李成梁宗族墓,风景名胜,全年,3.8,免费,2-3小时,李如松墓东北侧100米,124.003784,42.190351
铁岭市,周恩来诗碑,风景名胜,全年,3.7,免费,2-3小时,南马路108号,123.864411,42.288643
铁岭市,辽海基督教活动点,风景名胜,全年,3.7,免费,2-3小时,辽海北路9号,123.802885,42.238464
铁岭市,银州区基督教会福音堂,风景名胜,全年,3.7,免费,2-3小时,繁荣路44-2号附近,123.853774,42.301102
铁岭市,大甸子月亮湾,风景名胜,全年,3.4,免费,2-3小时,澜沧江路与泰山路交叉口西北100米,123.732034,42.226846
铁岭市,兀术泉,风景名胜,全年,3.8,免费,2-3小时,[],123.868254,42.320083
铁岭市,基督教堂,风景名胜,全年,4.0,免费,2-3小时,基督教堂(102国道南),123.931728,42.365621
铁岭市,铜钟园,风景名胜,全年,3.6,免费,2-3小时,铜钟巷与育才巷交叉口西南60米,123.844184,42.303621
铁岭市,开原植物园,风景名胜,全年,4.3,免费,2-3小时,文化路,124.054466,42.543776
铁岭市,家文化广场,风景名胜,全年,4.0,免费,2-3小时,兀术街街道古城街明月禅寺附近,123.533610,42.448009
铁岭市,龙首山-八景广场,风景名胜,全年,3.7,免费,2-3小时,南马路88号,123.864767,42.288958
铁岭市,莲花湖湿地公园,风景名胜,全年,4.5,免费,2-3小时,[],123.737011,42.271205
铁岭市,蟠龙山植物园,风景名胜,全年,3.9,免费,2-3小时,金峰小镇,123.766972,42.197647
铁岭市,太阳宫,风景名胜,全年,4.3,免费,2-3小时,龙翔路与龙园街交叉口东440米,123.870007,42.299988
铁岭市,铁岭地下河龙宫,风景名胜,全年,4.3,免费,2-3小时,柴河街龙首山沙子沟里,123.868004,42.293084
铁岭市,大清神树,风景名胜,全年,4.2,免费,2-3小时,横道河子镇,123.781076,42.047021
铁岭市,荷花莲园,风景名胜,全年,4.2,免费,2-3小时,大莲花村,123.787786,42.288653
铁岭市,柴河水库风景区(不对外开放),风景名胜,全年,4.1,免费,2-3小时,龙山风景名胜区,124.027381,42.240675
铁岭市,九鼎龙泉寺,风景名胜,全年,3.9,免费,2-3小时,马家寨镇,124.069319,42.360341
铁岭市,双龙山圣水寺,风景名胜,全年,3.6,免费,2-3小时,102国道路口,123.762222,42.166109
铁岭市,月老庙,风景名胜,全年,3.5,免费,2-3小时,铁长线,123.937359,42.246608
铁岭市,柒兴柴河动物园,风景名胜,全年,3.9,免费,2-3小时,七里屯村(近七水线),123.884697,42.286634
铁岭市,爱新觉罗,风景名胜,全年,3.7,免费,2-3小时,银泰路与兴工街交叉口东140米,123.821520,42.280269
铁岭市,调兵山市革命烈士陵园,生活服务,全年,0.0,免费,2-3小时,兀术街村砬子山,123.533846,42.440292
铁岭市,蒲源关帝庙,风景名胜,全年,3.6,免费,2-3小时,横道河子镇上石碑村,123.830220,42.032954
铁岭市,莲花古树,风景名胜,全年,3.5,免费,2-3小时,莲花湖湿地公园内(东侧),123.744728,42.274134
铁岭市,金贝河大粮仓,风景名胜,全年,3.4,免费,2-3小时,东北城农资物流园A区5幢1-16,123.751417,42.221683
铁岭市,铁岭经济开发区影视城,风景名胜,全年,3.7,免费,2-3小时,顾官屯分场茨沟,123.826855,42.208602
铁岭市,满族人家,风景名胜,全年,3.8,免费,2-3小时,106省道s106号,123.833808,42.359968
铁岭市,翼然台(日露战绩碑遗址),风景名胜,全年,3.6,免费,2-3小时,龙山乡岭东街94号铁岭市龙山风景名胜区,123.859813,42.286553
铁岭市,悦心亭,风景名胜,全年,3.8,免费,2-3小时,西一街与新台路交叉口西南320米,123.618355,42.121433
铁岭市,龙首山-龙山天池,风景名胜,全年,3.8,免费,2-3小时,南环路龙首山(西南角),123.856568,42.281157
铁岭市,开原老城,风景名胜,全年,4.4,免费,2-3小时,开原咸州文化展览馆北侧70米,124.083196,42.603274
铁岭市,龙翔广场,风景名胜,全年,3.9,免费,2-3小时,柴河街与龙翔路交叉口北100米,123.860724,42.303613
铁岭市,荷花池,风景名胜,全年,3.7,免费,2-3小时,项荒一水库附近,123.542669,42.401648
铁岭市,湿地探秘,风景名胜,全年,3.6,免费,2-3小时,凡河新区黑龙江路与嵩山路交汇处莲花湖国家城市湿地公园,123.722606,42.263692
铁岭市,磐石基督教堂,风景名胜,全年,3.8,免费,2-3小时,阳光园五区12号,123.849929,42.310504
铁岭市,龙首山-西游记宫,风景名胜,全年,3.6,免费,2-3小时,南环路48号,123.857763,42.280554
铁岭市,盘古祖庙,风景名胜,全年,3.7,免费,2-3小时,铁长线观云路,124.118362,42.202615
铁岭市,柴河广场,风景名胜,全年,3.8,免费,2-3小时,铁柴线,123.987210,42.270172
铁岭市,明月禅寺-万佛琉璃宝塔,风景名胜,全年,3.8,免费,2-3小时,古城街18号明月禅寺(东侧),123.531952,42.448898
铁岭市,滨水新城中央公园,风景名胜,全年,4.2,免费,2-3小时,滨水新城依水茗郡社区北部,124.064014,42.572516
铁岭市,兀术峰,风景名胜,全年,3.5,免费,2-3小时,砬子山西南侧180米,123.521015,42.446821
铁岭市,营盘村文化小广场,风景名胜,全年,3.3,免费,2-3小时,李千户乡营盘小学东侧280米,123.908958,42.181417
铁岭市,小歇静苑民宿(城南店),风景名胜,全年,2.6,免费,2-3小时,柴河街南段与长青路交叉口西南260米,123.836752,42.272854
铁岭市,龙首山风景区导游图,风景名胜,全年,3.2,免费,2-3小时,银州路龙首山(西侧),123.856735,42.288017
铁岭市,莲花湖国家城市湿地公园-观光车总站,风景名胜,全年,3.5,免费,2-3小时,凡河新区黑龙江路与嵩山路交汇处莲花湖国家城市湿地公园,123.752905,42.258065
铁岭市,调兵沟基督教活动点,风景名胜,全年,3.7,免费,2-3小时,工人大街3号,123.574869,42.452898
铁岭市,鹭岛,风景名胜,全年,3.6,免费,2-3小时,莲花湖湿地公园内,123.739289,42.267657
铁岭市,上缘寺,风景名胜,全年,3.6,免费,2-3小时,[],124.011730,42.431169
铁岭市,调兵山市沙后所革命烈士陵园,风景名胜,全年,0.0,免费,2-3小时,沙后所村,123.638019,42.475182
铁岭市,建设村基督教堂,风景名胜,全年,3.5,免费,2-3小时,[],123.916472,42.344923
铁岭市,铁岭市市雕,风景名胜,全年,3.6,免费,2-3小时,柴河街,123.846001,42.282181
铁岭市,八里庄村文化广场,风景名胜,全年,3.6,免费,2-3小时,八里庄小学西北侧280米,123.621954,42.143641
铁岭市,辽河保护区开原段界碑,风景名胜,全年,3.7,免费,2-3小时,二西线,123.918368,42.390363
铁岭市,沙后所战斗烈士纪念碑,风景名胜,全年,3.5,免费,2-3小时,[],123.637502,42.475288
铁岭市,滨水新城珍稀植物园,风景名胜,全年,4.2,免费,2-3小时,102国道,124.067870,42.588355
铁岭市,开原市安业民烈士纪念馆,风景名胜,全年,3.8,免费,2-3小时,业民镇业民村,123.945365,42.509387
铁岭市,创业村文化广场,风景名胜,全年,3.6,免费,2-3小时,政通路,123.623778,42.492555
铁岭市,普觉寺,风景名胜,全年,4.0,免费,2-3小时,前进大街287号,124.044408,42.544799
铁岭市,沙河堡基督教堂,风景名胜,全年,3.6,免费,2-3小时,中固镇,124.044372,42.445308
铁岭市,裕通广场,风景名胜,全年,3.0,免费,2-3小时,331省道与诸吴线交叉口东380米,123.608422,42.129470
铁岭市,中央广场,风景名胜,全年,3.6,免费,2-3小时,生态路,123.546080,42.429547
铁岭市,锦鲤戏水,风景名胜,全年,3.4,免费,2-3小时,莲花湖湿地公园内(东侧),123.748299,42.273399
铁岭市,调兵山市晓明基督教堂,风景名胜,全年,3.5,免费,2-3小时,晓明镇,123.612942,42.440370
铁岭市,龙首山-爬行动物馆,风景名胜,全年,3.5,免费,2-3小时,红旗街道南环路48号铁岭动物园,123.858277,42.281160
铁岭市,文殊寺,风景名胜,全年,3.6,免费,2-3小时,调兵山市第七小学东北侧450米,123.577670,42.462839
铁岭市,祥和广场,风景名胜,全年,3.6,免费,2-3小时,黎明路与光明街交叉口东北140米,123.575362,42.470610
铁岭市,奇门阵,风景名胜,全年,3.7,免费,2-3小时,大台山,123.786101,42.405217
铁岭市,白鹭洲景区,风景名胜,全年,4.2,免费,2-3小时,黄旗寨镇增家寨村,124.375014,42.219208
铁岭市,五中转盘,风景名胜,全年,3.9,免费,2-3小时,解放路与哈大路交叉口西100米,124.056213,42.539193
铁岭市,观陵山艺术园林景区-九华亭,风景名胜,全年,3.2,免费,2-3小时,静心园南侧190米,123.817104,42.044790
铁岭市,龙园古洞,风景名胜,全年,3.7,免费,2-3小时,南马路70号,123.860510,42.293065
铁岭市,世纪广场,风景名胜,全年,4.2,免费,2-3小时,清河乡清河路49号,124.151102,42.541504
铁岭市,蔡牛综合文化广场,风景名胜,全年,3.2,免费,2-3小时,蔡牛中学西南侧约30米,123.617861,42.335925
铁岭市,沙河堡文化广场,风景名胜,全年,3.8,免费,2-3小时,[],124.043306,42.443990
铁岭市,三学寺,风景名胜,全年,3.7,免费,2-3小时,庆云堡镇三家子村,123.862969,42.482788
铁岭市,开原市清真寺,风景名胜,全年,4.0,免费,2-3小时,文化路91号,124.048300,42.542250
铁岭市,基督教会,风景名胜,全年,3.1,免费,2-3小时,[],123.571421,42.458538
铁岭市,红学泰斗周汝昌纪念馆,风景名胜,全年,3.2,免费,2-3小时,繁荣路与文化街交叉口东南20米,123.855692,42.301524
铁岭市,华严寺,风景名胜,全年,3.6,免费,2-3小时,腾龙路东150米,123.520609,42.435696
铁岭市,龙泉山庄,风景名胜,全年,4.3,免费,2-3小时,清河水库环湖路,124.198892,42.532317
铁岭市,申家沟健身广场,风景名胜,全年,3.6,免费,2-3小时,惠安街与七新线交叉口北100米,123.885425,42.256671
铁岭市,英山古刹,风景名胜,全年,3.9,免费,2-3小时,[],124.208756,42.441836
铁岭市,方形广场,风景名胜,全年,3.9,免费,2-3小时,新华路与建设东街交叉口东南40米,124.044566,42.546832
铁岭市,曲院风荷,风景名胜,全年,3.1,免费,2-3小时,黑龙江路50号,123.726220,42.263822
铁岭市,云泉禅寺,风景名胜,全年,3.7,免费,2-3小时,[],123.870775,42.561188
铁岭市,兴隆台文化广场,风景名胜,全年,3.7,免费,2-3小时,庆云堡镇兴隆台村小学校南侧约210米,123.808231,42.501781
铁岭市,七鼎龙潭寺,风景名胜,全年,4.3,免费,2-3小时,威远堡镇辽开高速公路,124.275772,42.708172
铁岭市,元赫亭,风景名胜,全年,3.4,免费,2-3小时,[],123.705920,42.266851
铁岭市,周恩来总理视察铁岭时的会议室旧址,风景名胜,全年,3.2,免费,2-3小时,人民路与工人街交叉口西北40米,123.840547,42.295075
铁岭市,社区文化广场,风景名胜,全年,3.7,免费,2-3小时,大明镇太平山村,123.565982,42.486006
铁岭市,水上人家,风景名胜,全年,3.2,免费,2-3小时,莲花湖湿地公园内,123.738678,42.273526
铁岭市,城隆庙,风景名胜,全年,3.3,免费,2-3小时,马家寨乡基督教堂北侧270米,124.068435,42.360127
