日期,城市,最高气温,最低气温,天气状况,风力,降水量
2017-10-06,阜新,-8,-2,多云,5级,35
2017-10-07,阜新,-7,17,雪,4级,13
2017-10-08,阜新,-6,-13,多云,4级,27
2017-10-09,阜新,12,-7,中雨,1级,13
2017-10-10,阜新,32,25,中雨,6级,42
2017-10-11,阜新,-1,-16,雪,1级,32
2017-10-12,阜新,1,17,大雨,4级,59
2017-10-13,阜新,10,-20,晴,0级,80
2017-10-14,阜新,22,-6,雪,0级,26
2017-10-15,阜新,25,-7,小雨,2级,79
2017-10-16,阜新,35,17,中雨,3级,53
2017-10-17,阜新,5,16,大雨,3级,19
2017-10-18,阜新,34,23,小雨,5级,56
2017-10-19,阜新,34,8,小雨,3级,67
2017-10-20,阜新,8,-11,中雨,1级,13
2017-10-21,阜新,10,17,阴,0级,39
2017-10-22,阜新,32,-5,阴,0级,81
2017-10-23,阜新,15,4,小雨,0级,88
2017-10-24,阜新,6,10,阴,4级,59
2017-10-25,阜新,32,-12,大雨,2级,61
2017-10-26,阜新,11,11,雪,5级,7
2017-10-27,阜新,21,-3,小雨,5级,53
2017-10-28,阜新,19,21,多云,1级,15
2017-10-29,阜新,24,-20,晴,4级,27
2017-10-30,阜新,5,-8,多云,5级,8
2017-10-31,阜新,-1,-13,雪,0级,15
2017-11-01,阜新,26,0,雪,3级,68
2017-11-02,阜新,17,0,小雨,3级,26
2017-11-03,阜新,-5,13,小雨,6级,12
2017-11-04,阜新,19,-15,大雨,1级,84
2017-11-05,阜新,26,-20,中雨,4级,82
2017-11-06,阜新,11,14,阴,3级,62
2017-11-07,阜新,23,-1,多云,1级,15
2017-11-08,阜新,2,-12,中雨,4级,88
2017-11-09,阜新,11,-19,多云,0级,79
2017-11-10,阜新,9,1,雪,1级,5
2017-11-11,阜新,-3,-18,小雨,6级,2
2017-11-12,阜新,-2,25,大雨,0级,37
2017-11-13,阜新,-2,5,大雨,4级,97
2017-11-14,阜新,-1,9,小雨,2级,96
2017-11-15,阜新,15,-10,阴,2级,95
2017-11-16,阜新,23,24,阴,4级,42
2017-11-17,阜新,33,-5,多云,4级,95
2017-11-18,阜新,1,-17,雪,3级,37
2017-11-19,阜新,8,6,多云,0级,85
2017-11-20,阜新,10,8,中雨,5级,82
2017-11-21,阜新,1,20,多云,2级,55
2017-11-22,阜新,-8,-1,阴,2级,15
2017-11-23,阜新,5,-13,小雨,3级,100
2017-11-24,阜新,34,-15,阴,0级,62
2017-11-25,阜新,7,10,大雨,3级,10
2017-11-26,阜新,5,13,小雨,4级,91
2017-11-27,阜新,4,-3,多云,1级,91
2017-11-28,阜新,27,6,大雨,2级,2
2017-11-29,阜新,26,-4,雪,4级,94
2017-11-30,阜新,-8,-11,阴,1级,15
2017-12-01,阜新,6,-7,雪,6级,9
2017-12-02,阜新,16,-9,晴,4级,60
2017-12-03,阜新,15,17,中雨,1级,86
2017-12-04,阜新,27,5,多云,3级,4
2017-12-05,阜新,21,-4,晴,5级,39
2017-12-06,阜新,30,16,多云,2级,100
2017-12-07,阜新,2,-2,小雨,1级,12
2017-12-08,阜新,17,7,雪,6级,46
2017-12-09,阜新,22,-7,阴,3级,69
2017-12-10,阜新,25,-3,中雨,2级,79
2017-12-11,阜新,17,20,晴,4级,31
2017-12-12,阜新,8,13,中雨,5级,19
2017-12-13,阜新,15,-20,中雨,3级,65
2017-12-14,阜新,33,7,中雨,2级,6
2017-12-15,阜新,15,22,多云,4级,84
2017-12-16,阜新,-4,0,小雨,6级,60
2017-12-17,阜新,6,-16,阴,1级,22
2017-12-18,阜新,0,-7,大雨,5级,91
2017-12-19,阜新,17,-7,中雨,2级,28
2017-12-20,阜新,20,-14,小雨,4级,32
2017-12-21,阜新,22,-4,多云,5级,55
2017-12-22,阜新,1,5,小雨,4级,28
2017-12-23,阜新,30,11,晴,2级,99
2017-12-24,阜新,9,1,中雨,2级,27
2017-12-25,阜新,22,17,小雨,6级,2
2017-12-26,阜新,10,-6,阴,3级,50
2017-12-27,阜新,6,1,多云,4级,5
2017-12-28,阜新,6,-7,中雨,1级,28
2017-12-29,阜新,-9,8,阴,0级,86
2017-12-30,阜新,-6,14,小雨,4级,99
2017-12-31,阜新,10,14,阴,4级,2
2018-01-01,阜新,5,-13,中雨,2级,31
2018-01-02,阜新,11,2,小雨,6级,42
2018-01-03,阜新,17,-2,多云,1级,11
2018-01-04,阜新,25,9,中雨,5级,97
2018-01-05,阜新,35,-4,多云,3级,92
2018-01-06,阜新,-9,9,小雨,2级,11
2018-01-07,阜新,20,-18,小雨,4级,50
2018-01-08,阜新,14,-17,多云,2级,90
2018-01-09,阜新,33,-17,多云,3级,39
2018-01-10,阜新,-8,17,阴,3级,96
2018-01-11,阜新,11,12,阴,1级,45
2018-01-12,阜新,23,1,晴,5级,76
2018-01-13,阜新,-2,21,雪,0级,24
2018-01-14,阜新,12,15,大雨,1级,12
2018-01-15,阜新,-5,12,多云,2级,82
2018-01-16,阜新,16,7,中雨,6级,3
2018-01-17,阜新,23,-8,晴,5级,11
2018-01-18,阜新,23,-5,中雨,3级,74
2018-01-19,阜新,28,-7,中雨,0级,31
2018-01-20,阜新,12,-14,多云,4级,4
2018-01-21,阜新,0,-6,大雨,4级,54
2018-01-22,阜新,28,-13,晴,6级,64
2018-01-23,阜新,7,2,大雨,0级,21
2018-01-24,阜新,-1,4,中雨,6级,48
2018-01-25,阜新,5,9,晴,3级,31
2018-01-26,阜新,-1,4,晴,2级,17
2018-01-27,阜新,-5,9,雪,6级,29
2018-01-28,阜新,-4,13,中雨,4级,32
2018-01-29,阜新,7,13,阴,2级,25
2018-01-30,阜新,3,-6,雪,0级,18
2018-01-31,阜新,10,-14,大雨,4级,26
2018-02-01,阜新,11,7,多云,3级,89
2018-02-02,阜新,8,9,大雨,5级,66
2018-02-03,阜新,-8,19,阴,5级,39
2018-02-04,阜新,6,1,多云,1级,42
2018-02-05,阜新,18,-8,小雨,5级,10
2018-02-06,阜新,12,14,中雨,2级,31
2018-02-07,阜新,-2,-20,阴,6级,99
2018-02-08,阜新,-7,16,阴,3级,38
2018-02-09,阜新,4,-14,阴,0级,56
2018-02-10,阜新,20,-13,中雨,4级,32
2018-02-11,阜新,25,22,多云,0级,92
2018-02-12,阜新,-4,25,大雨,5级,17
2018-02-13,阜新,4,19,晴,4级,89
2018-02-14,阜新,-5,-3,中雨,5级,63
2018-02-15,阜新,6,20,晴,2级,46
2018-02-16,阜新,11,23,多云,0级,21
2018-02-17,阜新,0,-2,小雨,6级,56
2018-02-18,阜新,-6,20,晴,2级,90
2018-02-19,阜新,-9,13,中雨,1级,9
2018-02-20,阜新,33,25,大雨,4级,100
2018-02-21,阜新,-8,-14,多云,0级,9
2018-02-22,阜新,35,23,雪,4级,61
2018-02-23,阜新,13,-19,多云,0级,25
2018-02-24,阜新,12,-3,小雨,2级,36
2018-02-25,阜新,3,7,多云,4级,48
2018-02-26,阜新,-5,8,大雨,0级,89
2018-02-27,阜新,11,-15,小雨,6级,2
2018-02-28,阜新,-7,6,中雨,6级,4
2018-03-01,阜新,2,7,小雨,2级,59
2018-03-02,阜新,32,13,大雨,3级,42
2018-03-03,阜新,10,16,阴,2级,86
2018-03-04,阜新,23,-16,晴,5级,12
2018-03-05,阜新,1,15,中雨,4级,62
2018-03-06,阜新,1,-9,雪,6级,35
2018-03-07,阜新,15,13,小雨,0级,22
2018-03-08,阜新,1,19,雪,4级,64
2018-03-09,阜新,35,20,晴,3级,43
2018-03-10,阜新,35,20,雪,2级,26
2018-03-11,阜新,31,11,多云,6级,39
2018-03-12,阜新,-4,-18,小雨,4级,41
2018-03-13,阜新,-1,-19,阴,2级,78
2018-03-14,阜新,24,0,中雨,1级,44
2018-03-15,阜新,17,-8,多云,0级,9
2018-03-16,阜新,-1,-12,阴,2级,77
2018-03-17,阜新,15,-15,中雨,4级,58
2018-03-18,阜新,34,2,多云,1级,63
2018-03-19,阜新,34,19,晴,3级,15
2018-03-20,阜新,18,-5,大雨,6级,99
2018-03-21,阜新,-6,8,晴,5级,56
2018-03-22,阜新,8,4,雪,6级,19
2018-03-23,阜新,17,-6,中雨,6级,88
2018-03-24,阜新,-10,-20,小雨,4级,42
2018-03-25,阜新,32,2,中雨,2级,95
2018-03-26,阜新,-6,18,多云,3级,4
2018-03-27,阜新,1,-6,中雨,5级,14
2018-03-28,阜新,-5,15,多云,2级,38
2018-03-29,阜新,18,-4,大雨,3级,75
2018-03-30,阜新,26,2,晴,3级,28
2018-03-31,阜新,24,0,晴,2级,48
2018-04-01,阜新,30,-18,晴,5级,60
2018-04-02,阜新,11,-4,小雨,2级,78
2018-04-03,阜新,-10,-20,阴,0级,52
2018-04-04,阜新,20,9,小雨,3级,59
2018-04-05,阜新,-3,-4,中雨,4级,86
2018-04-06,阜新,26,6,小雨,4级,19
2018-04-07,阜新,5,-19,中雨,4级,47
2018-04-08,阜新,24,23,阴,5级,58
2018-04-09,阜新,17,4,阴,4级,51
2018-04-10,阜新,12,19,小雨,2级,30
2018-04-11,阜新,1,-12,雪,4级,30
2018-04-12,阜新,1,-9,中雨,1级,73
2018-04-13,阜新,33,5,小雨,2级,36
2018-04-14,阜新,5,3,阴,0级,53
2018-04-15,阜新,15,8,雪,6级,77
2018-04-16,阜新,-9,8,小雨,0级,60
2018-04-17,阜新,29,3,多云,0级,98
2018-04-18,阜新,1,25,阴,6级,49
2018-04-19,阜新,14,24,大雨,1级,76
2018-04-20,阜新,30,7,小雨,1级,92
2018-04-21,阜新,20,-17,大雨,3级,88
2018-04-22,阜新,17,22,雪,2级,49
2018-04-23,阜新,-9,-10,雪,2级,64
2018-04-24,阜新,1,19,小雨,1级,6
2018-04-25,阜新,-10,14,小雨,0级,87
2018-04-26,阜新,25,23,大雨,0级,58
2018-04-27,阜新,-9,22,雪,4级,35
2018-04-28,阜新,-10,22,阴,2级,93
2018-04-29,阜新,26,23,多云,6级,45
2018-04-30,阜新,-10,-13,阴,2级,33
2018-05-01,阜新,29,-3,阴,2级,87
2018-05-02,阜新,13,23,多云,2级,97
2018-05-03,阜新,13,-14,晴,6级,50
2018-05-04,阜新,6,-14,小雨,1级,34
2018-05-05,阜新,29,0,晴,0级,30
2018-05-06,阜新,9,14,小雨,1级,21
2018-05-07,阜新,-1,2,晴,3级,87
2018-05-08,阜新,-8,18,雪,4级,47
2018-05-09,阜新,32,-10,大雨,5级,0
2018-05-10,阜新,30,-19,多云,5级,16
2018-05-11,阜新,-5,-16,中雨,2级,74
2018-05-12,阜新,-10,-19,多云,3级,61
2018-05-13,阜新,17,15,晴,1级,44
2018-05-14,阜新,1,-18,晴,6级,87
2018-05-15,阜新,16,-10,阴,2级,6
2018-05-16,阜新,35,-9,中雨,4级,78
2018-05-17,阜新,19,-16,晴,1级,0
2018-05-18,阜新,34,5,中雨,6级,8
2018-05-19,阜新,14,-17,晴,4级,15
2018-05-20,阜新,9,-18,中雨,5级,3
2018-05-21,阜新,17,20,阴,6级,52
2018-05-22,阜新,6,1,大雨,1级,22
2018-05-23,阜新,19,-9,雪,2级,86
2018-05-24,阜新,11,8,中雨,6级,82
2018-05-25,阜新,13,15,阴,5级,67
2018-05-26,阜新,28,8,多云,1级,37
2018-05-27,阜新,28,-16,大雨,5级,68
2018-05-28,阜新,-10,-10,中雨,1级,73
2018-05-29,阜新,-5,17,小雨,0级,49
2018-05-30,阜新,14,7,多云,0级,78
2018-05-31,阜新,11,-15,雪,0级,43
2018-06-01,阜新,11,16,中雨,1级,75
2018-06-02,阜新,18,25,多云,6级,92
2018-06-03,阜新,3,-7,大雨,2级,46
2018-06-04,阜新,11,-6,多云,3级,18
2018-06-05,阜新,14,18,晴,0级,46
2018-06-06,阜新,-3,-3,雪,0级,10
2018-06-07,阜新,-6,10,小雨,0级,35
2018-06-08,阜新,-10,-12,阴,1级,43
2018-06-09,阜新,-6,15,大雨,0级,24
2018-06-10,阜新,4,-5,多云,6级,0
2018-06-11,阜新,29,4,中雨,0级,94
2018-06-12,阜新,8,-13,小雨,2级,4
2018-06-13,阜新,28,3,中雨,0级,27
2018-06-14,阜新,-3,17,中雨,1级,75
2018-06-15,阜新,14,15,晴,6级,34
2018-06-16,阜新,14,-13,晴,5级,47
2018-06-17,阜新,5,-14,多云,6级,58
2018-06-18,阜新,17,2,中雨,0级,80
2018-06-19,阜新,15,-9,晴,4级,17
2018-06-20,阜新,32,-4,雪,1级,18
2018-06-21,阜新,12,-3,小雨,0级,97
2018-06-22,阜新,23,6,大雨,6级,95
2018-06-23,阜新,33,10,雪,1级,19
2018-06-24,阜新,22,-14,大雨,0级,46
2018-06-25,阜新,-7,2,小雨,4级,60
2018-06-26,阜新,10,19,小雨,1级,0
2018-06-27,阜新,12,13,小雨,5级,84
2018-06-28,阜新,7,-20,阴,2级,100
2018-06-29,阜新,8,20,多云,3级,40
2018-06-30,阜新,30,6,雪,6级,57
2018-07-01,阜新,11,-16,晴,0级,41
2018-07-02,阜新,-7,-11,阴,0级,11
2018-07-03,阜新,29,-11,小雨,4级,16
2018-07-04,阜新,-1,21,多云,6级,43
2018-07-05,阜新,16,-6,晴,0级,32
2018-07-06,阜新,17,16,雪,4级,91
2018-07-07,阜新,3,4,雪,0级,10
2018-07-08,阜新,27,8,小雨,6级,21
2018-07-09,阜新,-10,-3,雪,0级,8
2018-07-10,阜新,12,-2,大雨,0级,73
2018-07-11,阜新,2,22,小雨,2级,16
2018-07-12,阜新,24,-8,阴,5级,81
2018-07-13,阜新,34,-13,大雨,4级,63
2018-07-14,阜新,3,19,大雨,1级,26
2018-07-15,阜新,20,23,阴,1级,47
2018-07-16,阜新,9,10,雪,1级,2
2018-07-17,阜新,3,-12,晴,4级,17
2018-07-18,阜新,35,-19,雪,4级,46
2018-07-19,阜新,26,1,大雨,3级,80
2018-07-20,阜新,35,11,小雨,0级,54
2018-07-21,阜新,-7,-14,大雨,5级,53
2018-07-22,阜新,-8,12,多云,0级,36
2018-07-23,阜新,11,4,小雨,1级,81
2018-07-24,阜新,5,7,晴,4级,47
2018-07-25,阜新,11,19,大雨,0级,100
2018-07-26,阜新,-4,-4,晴,6级,23
2018-07-27,阜新,6,7,中雨,0级,66
2018-07-28,阜新,31,20,大雨,4级,12
2018-07-29,阜新,24,17,大雨,1级,26
2018-07-30,阜新,6,1,中雨,2级,65
2018-07-31,阜新,-4,-20,多云,3级,7
2018-08-01,阜新,23,4,晴,3级,36
2018-08-02,阜新,2,13,多云,2级,79
2018-08-03,阜新,31,-1,阴,5级,95
2018-08-04,阜新,20,-13,多云,1级,10
2018-08-05,阜新,13,18,小雨,1级,79
2018-08-06,阜新,23,11,多云,3级,44
2018-08-07,阜新,-8,20,小雨,5级,39
2018-08-08,阜新,14,-3,雪,2级,61
2018-08-09,阜新,2,1,多云,0级,23
2018-08-10,阜新,4,7,晴,1级,16
2018-08-11,阜新,-7,-13,雪,3级,9
2018-08-12,阜新,6,-19,阴,1级,64
2018-08-13,阜新,18,-4,大雨,3级,53
2018-08-14,阜新,2,-18,阴,0级,97
2018-08-15,阜新,20,-6,雪,3级,42
2018-08-16,阜新,7,16,中雨,3级,95
2018-08-17,阜新,-8,8,小雨,3级,50
2018-08-18,阜新,12,-2,中雨,5级,65
2018-08-19,阜新,34,24,雪,5级,94
2018-08-20,阜新,25,-20,中雨,4级,20
2018-08-21,阜新,14,16,阴,0级,14
2018-08-22,阜新,16,15,多云,3级,77
2018-08-23,阜新,0,11,小雨,1级,98
2018-08-24,阜新,12,1,阴,1级,15
2018-08-25,阜新,28,24,多云,2级,69
2018-08-26,阜新,16,8,晴,0级,15
2018-08-27,阜新,24,-4,雪,6级,93
2018-08-28,阜新,-9,-10,大雨,6级,52
2018-08-29,阜新,3,21,中雨,5级,45
2018-08-30,阜新,21,22,阴,1级,35
2018-08-31,阜新,-8,-8,小雨,5级,70
2018-09-01,阜新,-9,16,多云,3级,71
2018-09-02,阜新,-1,-16,中雨,6级,93
2018-09-03,阜新,27,22,大雨,6级,59
2018-09-04,阜新,4,25,晴,4级,44
2018-09-05,阜新,12,21,雪,5级,33
2018-09-06,阜新,35,20,小雨,1级,46
2018-09-07,阜新,-6,22,晴,0级,100
2018-09-08,阜新,19,-20,大雨,3级,8
2018-09-09,阜新,24,16,阴,4级,80
2018-09-10,阜新,3,25,小雨,0级,99
2018-09-11,阜新,-8,-18,阴,6级,64
2018-09-12,阜新,-6,9,小雨,5级,30
2018-09-13,阜新,-10,4,多云,4级,25
2018-09-14,阜新,23,0,中雨,5级,4
2018-09-15,阜新,21,-7,多云,6级,24
2018-09-16,阜新,7,8,晴,5级,81
2018-09-17,阜新,10,-18,多云,2级,87
2018-09-18,阜新,-5,15,中雨,6级,55
2018-09-19,阜新,32,-3,大雨,1级,44
2018-09-20,阜新,30,-19,晴,6级,30
2018-09-21,阜新,12,-11,多云,6级,21
2018-09-22,阜新,17,4,雪,4级,36
2018-09-23,阜新,9,2,阴,0级,47
2018-09-24,阜新,-9,16,阴,5级,76
2018-09-25,阜新,18,-17,晴,0级,31
2018-09-26,阜新,19,-20,中雨,4级,79
2018-09-27,阜新,7,4,雪,2级,71
2018-09-28,阜新,8,24,大雨,4级,53
2018-09-29,阜新,30,-10,晴,5级,71
2018-09-30,阜新,-7,10,阴,6级,11
2018-10-01,阜新,-5,8,大雨,0级,6
2018-10-02,阜新,15,13,雪,2级,85
2018-10-03,阜新,26,-16,小雨,0级,78
2018-10-04,阜新,23,25,中雨,1级,24
2018-10-05,阜新,24,-16,雪,0级,97
2018-10-06,阜新,0,-16,多云,0级,58
2018-10-07,阜新,-1,22,多云,6级,57
2018-10-08,阜新,14,-16,雪,6级,72
2018-10-09,阜新,16,-6,中雨,6级,6
2018-10-10,阜新,22,-18,雪,4级,60
2018-10-11,阜新,32,-6,小雨,2级,11
2018-10-12,阜新,-4,18,多云,0级,50
2018-10-13,阜新,8,-12,晴,1级,13
2018-10-14,阜新,8,15,晴,6级,97
2018-10-15,阜新,2,22,晴,4级,4
2018-10-16,阜新,8,8,多云,5级,81
2018-10-17,阜新,28,20,雪,1级,1
2018-10-18,阜新,22,-16,中雨,6级,77
2018-10-19,阜新,-7,21,多云,2级,45
2018-10-20,阜新,5,5,雪,4级,9
2018-10-21,阜新,12,15,大雨,4级,49
2018-10-22,阜新,6,11,小雨,6级,68
2018-10-23,阜新,16,23,晴,2级,75
2018-10-24,阜新,23,-18,中雨,0级,90
2018-10-25,阜新,5,-19,大雨,1级,96
2018-10-26,阜新,33,-19,中雨,0级,64
2018-10-27,阜新,23,18,大雨,5级,18
2018-10-28,阜新,33,11,多云,2级,66
2018-10-29,阜新,25,13,小雨,4级,22
2018-10-30,阜新,14,-2,中雨,0级,32
2018-10-31,阜新,27,-7,雪,2级,51
2018-11-01,阜新,2,23,阴,0级,16
2018-11-02,阜新,31,-8,大雨,3级,60
2018-11-03,阜新,10,23,小雨,0级,2
2018-11-04,阜新,4,-16,雪,2级,51
2018-11-05,阜新,12,16,晴,0级,38
2018-11-06,阜新,8,-1,多云,6级,27
2018-11-07,阜新,10,24,阴,2级,60
2018-11-08,阜新,-1,11,多云,3级,87
2018-11-09,阜新,1,-17,小雨,0级,70
2018-11-10,阜新,7,15,雪,6级,50
2018-11-11,阜新,5,-14,雪,0级,15
2018-11-12,阜新,0,23,小雨,5级,13
2018-11-13,阜新,33,-8,小雨,0级,45
2018-11-14,阜新,34,19,阴,0级,32
2018-11-15,阜新,16,-18,晴,3级,95
2018-11-16,阜新,-9,5,晴,5级,92
2018-11-17,阜新,24,6,小雨,6级,9
2018-11-18,阜新,17,23,小雨,2级,16
2018-11-19,阜新,14,22,雪,6级,1
2018-11-20,阜新,4,23,小雨,0级,44
2018-11-21,阜新,33,17,阴,4级,33
2018-11-22,阜新,20,-16,阴,2级,69
2018-11-23,阜新,11,12,雪,6级,43
2018-11-24,阜新,17,-8,大雨,3级,9
2018-11-25,阜新,34,-12,小雨,6级,5
2018-11-26,阜新,8,-14,大雨,0级,78
2018-11-27,阜新,30,-9,小雨,2级,18
2018-11-28,阜新,18,-16,雪,1级,2
2018-11-29,阜新,-6,7,雪,4级,95
2018-11-30,阜新,-9,12,大雨,0级,23
2018-12-01,阜新,-3,0,大雨,6级,18
2018-12-02,阜新,33,4,多云,3级,87
2018-12-03,阜新,23,6,雪,4级,21
2018-12-04,阜新,-3,-5,大雨,4级,98
2018-12-05,阜新,23,7,雪,3级,94
2018-12-06,阜新,10,8,中雨,3级,96
2018-12-07,阜新,12,-8,阴,1级,93
2018-12-08,阜新,28,12,晴,6级,65
2018-12-09,阜新,9,0,中雨,6级,93
2018-12-10,阜新,-6,-15,小雨,2级,94
2018-12-11,阜新,6,13,大雨,0级,32
2018-12-12,阜新,-6,8,中雨,1级,46
2018-12-13,阜新,21,18,大雨,2级,25
2018-12-14,阜新,30,1,中雨,4级,34
2018-12-15,阜新,16,21,阴,4级,29
2018-12-16,阜新,35,22,小雨,5级,33
2018-12-17,阜新,14,13,中雨,4级,54
2018-12-18,阜新,27,7,中雨,6级,87
2018-12-19,阜新,34,-7,大雨,5级,68
2018-12-20,阜新,15,-2,中雨,5级,76
2018-12-21,阜新,17,19,阴,0级,0
2018-12-22,阜新,0,1,阴,6级,35
2018-12-23,阜新,19,-6,中雨,6级,75
2018-12-24,阜新,24,-13,中雨,6级,36
2018-12-25,阜新,21,-14,阴,2级,65
2018-12-26,阜新,16,21,晴,3级,19
2018-12-27,阜新,25,-4,大雨,2级,65
2018-12-28,阜新,16,-1,大雨,2级,18
2018-12-29,阜新,9,-16,大雨,3级,63
2018-12-30,阜新,5,-20,中雨,4级,76
2018-12-31,阜新,19,-17,雪,0级,91
2019-01-01,阜新,12,1,多云,3级,55
2019-01-02,阜新,-2,7,雪,4级,86
2019-01-03,阜新,19,-19,中雨,5级,0
2019-01-04,阜新,-7,-6,大雨,6级,35
2019-01-05,阜新,13,-10,雪,5级,13
2019-01-06,阜新,9,25,大雨,4级,9
2019-01-07,阜新,6,4,大雨,2级,47
2019-01-08,阜新,-6,23,阴,4级,19
2019-01-09,阜新,26,-2,小雨,2级,33
2019-01-10,阜新,33,7,晴,5级,8
2019-01-11,阜新,29,13,多云,6级,63
2019-01-12,阜新,0,-2,大雨,0级,20
2019-01-13,阜新,26,-17,中雨,6级,66
2019-01-14,阜新,13,6,中雨,1级,19
2019-01-15,阜新,33,-9,多云,1级,76
2019-01-16,阜新,23,-1,晴,1级,7
2019-01-17,阜新,15,3,阴,1级,65
2019-01-18,阜新,6,11,大雨,6级,89
2019-01-19,阜新,29,23,阴,6级,55
2019-01-20,阜新,3,12,晴,3级,11
2019-01-21,阜新,13,16,大雨,0级,33
2019-01-22,阜新,23,-4,阴,5级,4
2019-01-23,阜新,4,-3,小雨,1级,3
2019-01-24,阜新,17,-20,大雨,3级,22
2019-01-25,阜新,-4,15,多云,6级,27
2019-01-26,阜新,23,-14,大雨,1级,21
2019-01-27,阜新,-10,13,小雨,6级,59
2019-01-28,阜新,33,15,阴,4级,22
2019-01-29,阜新,-1,3,大雨,0级,69
2019-01-30,阜新,-1,-9,多云,5级,30
2019-01-31,阜新,27,12,晴,1级,81
2019-02-01,阜新,26,6,晴,6级,86
2019-02-02,阜新,-4,-2,阴,6级,82
2019-02-03,阜新,-6,-15,晴,2级,51
2019-02-04,阜新,7,-10,大雨,5级,65
2019-02-05,阜新,10,-15,晴,5级,35
2019-02-06,阜新,26,-12,大雨,2级,42
2019-02-07,阜新,30,-15,中雨,2级,17
2019-02-08,阜新,5,-1,小雨,2级,86
2019-02-09,阜新,30,6,大雨,0级,61
2019-02-10,阜新,3,-1,大雨,3级,6
2019-02-11,阜新,-6,13,小雨,0级,14
2019-02-12,阜新,-3,9,大雨,3级,34
2019-02-13,阜新,10,6,晴,3级,26
2019-02-14,阜新,-7,1,中雨,5级,25
2019-02-15,阜新,33,0,中雨,2级,2
2019-02-16,阜新,-9,-20,雪,0级,38
2019-02-17,阜新,31,8,多云,0级,34
2019-02-18,阜新,-1,-16,多云,1级,46
2019-02-19,阜新,30,-17,多云,6级,93
2019-02-20,阜新,-6,-4,雪,4级,72
2019-02-21,阜新,28,11,雪,4级,80
2019-02-22,阜新,26,6,阴,1级,55
2019-02-23,阜新,5,0,中雨,0级,59
2019-02-24,阜新,32,-4,大雨,5级,44
2019-02-25,阜新,-8,18,大雨,4级,18
2019-02-26,阜新,-2,7,多云,5级,51
2019-02-27,阜新,-10,17,中雨,6级,91
2019-02-28,阜新,2,8,中雨,0级,6
2019-03-01,阜新,13,12,阴,1级,0
2019-03-02,阜新,20,-2,雪,1级,96
2019-03-03,阜新,16,-11,小雨,3级,58
2019-03-04,阜新,35,12,大雨,5级,1
2019-03-05,阜新,4,-17,阴,5级,37
2019-03-06,阜新,-3,7,大雨,6级,74
2019-03-07,阜新,20,-7,多云,0级,14
2019-03-08,阜新,23,-8,大雨,4级,66
2019-03-09,阜新,19,25,晴,3级,89
2019-03-10,阜新,10,7,雪,5级,19
2019-03-11,阜新,28,12,晴,5级,42
2019-03-12,阜新,-2,12,大雨,3级,31
2019-03-13,阜新,16,0,中雨,3级,19
2019-03-14,阜新,21,-13,雪,4级,22
2019-03-15,阜新,-5,13,大雨,0级,76
2019-03-16,阜新,27,-13,大雨,3级,44
2019-03-17,阜新,4,11,中雨,6级,47
2019-03-18,阜新,-2,-15,晴,6级,5
2019-03-19,阜新,30,-11,中雨,3级,65
2019-03-20,阜新,-5,-17,小雨,1级,90
2019-03-21,阜新,-5,-5,多云,3级,68
2019-03-22,阜新,6,20,多云,5级,46
2019-03-23,阜新,23,-17,大雨,3级,43
2019-03-24,阜新,12,8,晴,0级,63
2019-03-25,阜新,-10,-4,中雨,2级,72
2019-03-26,阜新,-9,8,晴,5级,74
2019-03-27,阜新,18,13,多云,3级,73
2019-03-28,阜新,-7,-1,小雨,2级,19
2019-03-29,阜新,22,23,多云,3级,84
2019-03-30,阜新,-1,16,大雨,1级,27
2019-03-31,阜新,34,-2,中雨,3级,14
2019-04-01,阜新,17,-19,大雨,0级,71
2019-04-02,阜新,2,-6,中雨,2级,35
2019-04-03,阜新,29,19,雪,1级,46
2019-04-04,阜新,0,-17,阴,4级,24
2019-04-05,阜新,20,-12,小雨,4级,3
2019-04-06,阜新,23,-13,阴,3级,90
2019-04-07,阜新,20,-18,雪,1级,2
2019-04-08,阜新,7,-2,多云,0级,32
2019-04-09,阜新,5,6,阴,2级,66
2019-04-10,阜新,25,3,小雨,2级,68
2019-04-11,阜新,-7,12,晴,0级,53
2019-04-12,阜新,32,11,晴,3级,63
2019-04-13,阜新,23,4,大雨,4级,20
2019-04-14,阜新,11,-19,大雨,2级,60
2019-04-15,阜新,27,-6,雪,4级,13
2019-04-16,阜新,14,-17,阴,2级,48
2019-04-17,阜新,-3,-10,雪,5级,33
2019-04-18,阜新,34,9,大雨,2级,55
2019-04-19,阜新,-2,9,小雨,1级,65
2019-04-20,阜新,3,-20,多云,2级,92
2019-04-21,阜新,2,10,雪,0级,37
2019-04-22,阜新,29,23,晴,0级,41
2019-04-23,阜新,1,-8,大雨,6级,79
2019-04-24,阜新,15,5,阴,1级,32
2019-04-25,阜新,2,8,小雨,5级,18
2019-04-26,阜新,35,19,多云,0级,61
2019-04-27,阜新,-2,1,中雨,4级,69
2019-04-28,阜新,-1,11,雪,5级,14
2019-04-29,阜新,-9,0,晴,4级,88
2019-04-30,阜新,34,-5,大雨,0级,78
2019-05-01,阜新,3,-16,大雨,5级,73
2019-05-02,阜新,16,5,雪,4级,60
2019-05-03,阜新,11,14,小雨,1级,11
2019-05-04,阜新,-5,-19,晴,2级,63
2019-05-05,阜新,-3,0,雪,5级,83
2019-05-06,阜新,9,12,小雨,2级,52
2019-05-07,阜新,4,-7,雪,2级,19
